user_id,timestamp,hold_time,flight_time,errors,session_time,hour_of_day,true_state,true_state_name
user_000,2024-01-01 00:05:55.500000000,215.8042183036198,242.240293423995,0,5.925000000000001,9.790000000000001,0,Focused
user_000,2024-01-01 00:06:00.000000000,207.71023281284536,241.96329156406838,0,6.0,9.8,0,Focused
user_000,2024-01-01 00:06:04.500000000,131.36564041555783,485.61975347508,1,6.075,9.81,1,Fatigued
user_000,2024-01-01 00:06:08.999999999,157.8822901185487,298.53755513387534,0,6.1499999999999995,9.82,0,Focused
user_000,2024-01-01 00:06:13.500000000,213.81105455128022,251.73963460124406,0,6.225,9.83,0,Focused
user_000,2024-01-01 00:06:18.000000000,151.03812979278013,362.71663095358144,0,6.3,9.84,0,Focused
user_000,2024-01-01 00:06:22.500000000,194.01126881747487,345.80372113285233,1,6.375,9.85,2,Distracted
user_000,2024-01-01 00:06:27.000000000,138.38178008609202,382.1750984682221,0,6.45,9.86,0,Focused
user_000,2024-01-01 00:06:31.500000000,186.38404707289757,342.89297125348446,0,6.525,9.87,0,Focused
user_000,2024-01-01 00:06:36.000000000,138.5684403097266,339.55174046569067,0,6.6,9.88,1,Fatigued
user_000,2024-01-01 00:06:40.500000000,183.86412861053512,430.4169050352805,0,6.675,9.89,1,Fatigued
user_000,2024-01-01 00:06:45.000000000,224.30274839625218,384.87641126991997,0,6.75,9.9,1,Fatigued
user_000,2024-01-01 00:06:49.500000000,183.63913497426603,379.42630351267513,0,6.825,9.91,0,Focused
user_000,2024-01-01 00:06:54.000000000,307.64156854167334,477.09852210647466,0,6.9,9.92,2,Distracted
user_000,2024-01-01 00:06:58.500000000,207.46669787630108,394.70538758085763,0,6.9750000000000005,9.93,1,Fatigued
user_000,2024-01-01 00:07:03.000000000,132.19065049423725,490.0149556002855,0,7.05,9.94,0,Focused
user_000,2024-01-01 00:07:07.500000000,196.2739748083252,377.77205927023937,0,7.125,9.95,0,Focused
user_000,2024-01-01 00:07:11.999999999,184.4219319294429,301.7656345006442,1,7.199999999999999,9.959999999999999,1,Fatigued
user_000,2024-01-01 00:07:16.499999999,189.22055376007984,313.1076248612971,0,7.2749999999999995,9.97,0,Focused
user_000,2024-01-01 00:07:21.000000000,169.09752677501677,288.0728923571458,0,7.35,9.98,0,Focused
user_000,2024-01-01 00:07:25.500000000,163.5113902995026,291.3629736590853,0,7.425,9.99,0,Focused
user_000,2024-01-01 00:07:30.000000000,157.06334641003951,448.05105119886304,1,7.5,10.0,1,Fatigued
user_000,2024-01-01 00:07:34.500000000,89.10647027000287,233.57172580917384,0,7.575,10.01,2,Distracted
user_000,2024-01-01 00:07:39.000000000,123.73844260791175,424.3240864875998,0,7.65,10.02,2,Distracted
user_000,2024-01-01 00:07:43.500000000,184.82718692271357,312.3020258508631,0,7.7250000000000005,10.03,0,Focused
user_000,2024-01-01 00:07:48.000000000,155.11809219031662,304.3647231081199,0,7.800000000000001,10.04,0,Focused
user_000,2024-01-01 00:07:52.500000000,166.07393008946187,273.28419701847247,0,7.875,10.05,0,Focused
user_000,2024-01-01 00:07:57.000000000,152.3434192324972,349.42914252217486,0,7.95,10.06,0,Focused
user_000,2024-01-01 00:08:01.500000000,200.32578772485445,414.9246932391458,1,8.025,10.07,1,Fatigued
user_000,2024-01-01 00:08:06.000000000,156.45858994569417,356.2234189709024,0,8.100000000000001,10.08,0,Focused
user_000,2024-01-01 00:08:10.500000000,239.49339319162175,276.57691186903577,0,8.175,10.09,0,Focused
user_000,2024-01-01 00:08:15.000000000,458.00551408635295,315.1573227227431,0,8.25,10.1,2,Distracted
user_000,2024-01-01 00:08:19.500000000,101.8101896873109,290.2688181621175,0,8.325000000000001,10.11,0,Focused
user_000,2024-01-01 00:08:24.000000000,166.70745907971053,469.27672431927925,0,8.4,10.120000000000001,0,Focused
user_000,2024-01-01 00:08:28.500000000,135.24223126818077,490.71396961716334,0,8.475,10.129999999999999,1,Fatigued
user_000,2024-01-01 00:08:32.999999999,116.67951505563882,784.2283725612807,0,8.549999999999999,10.14,1,Fatigued
user_000,2024-01-01 00:08:37.500000000,279.86760540575483,350.5411920254997,0,8.625,10.15,1,Fatigued
user_000,2024-01-01 00:08:42.000000000,110.52728718368778,422.7296848942162,0,8.7,10.16,0,Focused
user_000,2024-01-01 00:08:46.499999999,177.9359520181844,637.099223684412,0,8.774999999999999,10.17,1,Fatigued
user_000,2024-01-01 00:08:51.000000000,155.85686890655128,325.49743319503386,0,8.85,10.18,0,Focused
user_000,2024-01-01 00:08:55.499999999,139.62223322240482,644.6103722346733,0,8.924999999999999,10.19,2,Distracted
user_000,2024-01-01 00:09:00.000000000,159.4847753745392,357.39664804026927,0,9.0,10.2,0,Focused
user_000,2024-01-01 00:09:04.500000000,114.55631143014992,416.3364975025357,0,9.075,10.21,0,Focused
user_000,2024-01-01 00:09:09.000000000,212.32534281339633,330.0002407460062,0,9.15,10.22,0,Focused
user_000,2024-01-01 00:09:13.500000000,380.99047886768136,763.6113810999393,0,9.225,10.23,1,Fatigued
user_000,2024-01-01 00:09:18.000000000,177.14427774617147,423.9793573881634,0,9.3,10.24,0,Focused
user_000,2024-01-01 00:09:22.500000000,192.39955714722166,226.8322051639981,0,9.375,10.25,0,Focused
user_000,2024-01-01 00:09:27.000000000,147.52652236218583,372.21323718822265,0,9.45,10.26,0,Focused
user_000,2024-01-01 00:09:31.500000000,327.51309932262853,254.84466203284833,0,9.525,10.27,1,Fatigued
user_000,2024-01-01 00:09:36.000000000,79.43569336745402,459.1822750326066,0,9.6,10.28,2,Distracted
user_000,2024-01-01 00:09:40.500000000,67.43208603455352,451.53869585267216,0,9.675,10.29,2,Distracted
user_000,2024-01-01 00:09:45.000000000,167.5377984757234,267.1960075827584,0,9.75,10.3,0,Focused
user_000,2024-01-01 00:09:49.500000000,153.75393804736206,390.32780871374746,0,9.825000000000001,10.31,0,Focused
user_000,2024-01-01 00:09:54.000000000,140.02735767104772,275.1685697232996,0,9.9,10.32,0,Focused
user_000,2024-01-01 00:09:58.500000000,152.3961327292894,262.1481999879721,0,9.975000000000001,10.33,0,Focused
user_000,2024-01-01 00:10:03.000000000,230.63453675261803,324.7355528364406,0,10.05,10.34,0,Focused
user_000,2024-01-01 00:10:07.500000000,144.9818675845137,445.2262901799485,0,10.125,10.35,1,Fatigued
user_000,2024-01-01 00:10:12.000000000,162.53970025988525,422.73110624327865,0,10.200000000000001,10.36,2,Distracted
user_000,2024-01-01 00:10:16.500000000,153.8283252658759,337.6984431388219,0,10.275,10.370000000000001,1,Fatigued
user_000,2024-01-01 00:10:21.000000000,114.990685184806,423.8303726262055,0,10.35,10.379999999999999,0,Focused
user_000,2024-01-01 00:10:25.499999999,226.62746552381708,460.6448038750961,0,10.424999999999999,10.39,1,Fatigued
user_000,2024-01-01 00:10:30.000000000,151.76083395483136,266.36042398486944,0,10.5,10.4,0,Focused
user_000,2024-01-01 00:10:34.500000000,133.83653805822658,242.62273722340274,1,10.575,10.41,0,Focused
user_000,2024-01-01 00:10:38.999999999,136.80749097533962,259.7316172164414,0,10.649999999999999,10.42,0,Focused
user_000,2024-01-01 00:10:43.500000000,334.29110443095635,562.4282758501469,0,10.725,10.43,1,Fatigued
user_000,2024-01-01 00:10:47.999999999,158.12138548995048,271.429277352821,0,10.799999999999999,10.44,0,Focused
user_000,2024-01-01 00:10:52.500000000,128.82777788710925,386.4765386391987,0,10.875,10.45,1,Fatigued
user_000,2024-01-01 00:10:57.000000000,187.37741569398057,472.4074171661558,0,10.95,10.46,0,Focused
user_000,2024-01-01 00:11:01.500000000,91.11427567753331,625.5965736952728,1,11.025,10.47,2,Distracted
user_000,2024-01-01 00:11:06.000000000,136.69618360459754,292.52009945077657,0,11.1,10.48,0,Focused
user_000,2024-01-01 00:11:10.500000000,157.21175659810135,273.08099436876626,0,11.175,10.49,0,Focused
user_000,2024-01-01 00:11:15.000000000,153.53726134587356,299.89705417631615,0,11.25,10.5,2,Distracted
user_000,2024-01-01 00:11:19.500000000,151.35720595873468,538.1173346111522,0,11.325,10.51,1,Fatigued
user_000,2024-01-01 00:11:24.000000000,158.81750888784643,374.7412852251346,0,11.4,10.52,0,Focused
user_000,2024-01-01 00:11:28.500000000,136.36901915828088,361.4335440648031,0,11.475,10.53,0,Focused
user_000,2024-01-01 00:11:33.000000000,112.43562678909318,325.5693339417609,0,11.55,10.54,0,Focused
user_000,2024-01-01 00:11:37.500000000,176.90410938504868,231.28586232224765,0,11.625,10.55,0,Focused
user_000,2024-01-01 00:11:42.000000000,136.6635570623393,325.52465096692106,0,11.700000000000001,10.56,0,Focused
user_000,2024-01-01 00:11:46.500000000,190.40395628940763,287.31526098984364,0,11.775,10.57,0,Focused
user_000,2024-01-01 00:11:51.000000000,173.09666137119453,430.2094492028454,0,11.850000000000001,10.58,0,Focused
user_000,2024-01-01 00:11:55.500000000,174.7408055000625,309.6211272709206,0,11.925,10.59,0,Focused
user_000,2024-01-01 00:12:00.000000000,202.044010331932,349.0546501681636,0,12.0,10.6,2,Distracted
user_000,2024-01-01 00:12:04.500000000,158.41327720782013,312.5683014881144,0,12.075000000000001,10.61,0,Focused
user_000,2024-01-01 00:12:09.000000000,208.44465096161355,357.6420991407037,0,12.15,10.620000000000001,1,Fatigued
user_000,2024-01-01 00:12:13.500000000,168.4737190511673,296.41531465717213,0,12.225,10.629999999999999,0,Focused
user_000,2024-01-01 00:12:17.999999999,185.3256003192368,302.0986895863444,0,12.299999999999999,10.64,0,Focused
user_000,2024-01-01 00:12:22.500000000,90.75549515146075,290.2839240853988,0,12.375,10.65,1,Fatigued
user_000,2024-01-01 00:12:27.000000000,156.26808328865224,450.90015067414816,0,12.45,10.66,0,Focused
user_000,2024-01-01 00:12:31.499999999,247.59752992028692,190.52670019772862,0,12.524999999999999,10.67,1,Fatigued
user_000,2024-01-01 00:12:36.000000000,115.83561685209453,405.33312739098665,0,12.6,10.68,0,Focused
user_000,2024-01-01 00:12:40.499999999,231.13137328741692,914.5500554455941,0,12.674999999999999,10.69,1,Fatigued
user_000,2024-01-01 00:12:45.000000000,157.70659238400637,306.81475823591785,0,12.75,10.7,1,Fatigued
user_000,2024-01-01 00:12:49.500000000,189.91199758981432,349.5021086708652,0,12.825,10.71,1,Fatigued
user_000,2024-01-01 00:12:54.000000000,266.3074828495299,345.56610690315637,1,12.9,10.72,1,Fatigued
user_000,2024-01-01 00:12:58.500000000,168.52032807398572,293.27842121973055,0,12.975,10.73,1,Fatigued
user_000,2024-01-01 00:13:03.000000000,181.14305214626108,268.144333211225,0,13.05,10.74,0,Focused
user_000,2024-01-01 00:13:07.500000000,169.11455402663302,469.3353850739046,0,13.125,10.75,0,Focused
user_000,2024-01-01 00:13:12.000000000,109.08695203949733,434.92226737579375,0,13.2,10.76,0,Focused
user_000,2024-01-01 00:13:16.500000000,193.92195521728985,268.9368437376319,0,13.275,10.77,2,Distracted
user_000,2024-01-01 00:13:21.000000000,159.13745061369556,372.8259847312718,0,13.35,10.78,0,Focused
user_000,2024-01-01 00:13:25.500000000,119.79193928282832,597.6201028792603,0,13.425,10.79,2,Distracted
user_000,2024-01-01 00:13:30.000000000,214.11787142912596,291.11411027836994,0,13.5,10.8,0,Focused
user_000,2024-01-01 00:13:34.500000000,109.5244415079612,443.33586098048943,0,13.575000000000001,10.81,2,Distracted
user_000,2024-01-01 00:13:39.000000000,188.8619510704745,605.8647236690736,0,13.65,10.82,1,Fatigued
user_000,2024-01-01 00:13:43.500000000,150.8502705962631,296.06595283766745,0,13.725000000000001,10.83,0,Focused
user_000,2024-01-01 00:13:48.000000000,127.16283926460098,231.5942973980092,0,13.8,10.84,0,Focused
user_000,2024-01-01 00:13:52.500000000,95.67791501178864,247.07247336144806,0,13.875,10.85,2,Distracted
user_000,2024-01-01 00:13:57.000000000,147.81641563018215,238.72920271306944,0,13.950000000000001,10.86,0,Focused
user_000,2024-01-01 00:14:01.500000000,90.78662840866969,318.9707748926833,0,14.025,10.870000000000001,0,Focused
user_000,2024-01-01 00:14:06.000000000,225.35581612911017,403.94206452821516,1,14.1,10.879999999999999,0,Focused
user_000,2024-01-01 00:14:10.499999999,147.54181114757813,258.43734239677036,0,14.174999999999999,10.89,0,Focused
user_000,2024-01-01 00:14:15.000000000,544.2897942561698,486.30223389154077,1,14.25,10.9,2,Distracted
user_000,2024-01-01 00:14:19.500000000,198.51055599430026,392.74618253072543,0,14.325,10.91,1,Fatigued
user_000,2024-01-01 00:14:23.999999999,154.6769402041975,289.244833125528,0,14.399999999999999,10.92,0,Focused
user_000,2024-01-01 00:14:28.500000000,147.95288753859452,435.61422858051014,0,14.475,10.93,0,Focused
user_000,2024-01-01 00:14:32.999999999,199.75794880641948,212.99749618778512,0,14.549999999999999,10.94,0,Focused
user_000,2024-01-01 00:14:37.500000000,117.49396848050374,275.9984140808778,0,14.625,10.95,0,Focused
user_000,2024-01-01 00:14:42.000000000,187.7338029644719,415.82706975632175,1,14.7,10.96,0,Focused
user_000,2024-01-01 00:14:46.500000000,179.86809054586365,257.2756563529547,1,14.775,10.97,0,Focused
user_000,2024-01-01 00:14:51.000000000,140.18812714322715,355.6095535857864,0,14.85,10.98,0,Focused
user_000,2024-01-01 00:14:55.500000000,148.3870791911776,299.16471129902015,0,14.925,10.99,0,Focused
user_000,2024-01-01 00:15:00.000000000,163.23231854428676,619.8361274844303,0,15.0,11.0,1,Fatigued
user_000,2024-01-01 00:15:04.500000000,175.30189303914432,303.09587338478326,1,15.075,11.01,0,Focused
user_000,2024-01-01 00:15:09.000000000,166.18737944341126,251.07099352238282,0,15.15,11.02,0,Focused
user_000,2024-01-01 00:15:13.499999999,154.24766949908607,596.3590570954731,0,15.224999999999998,11.03,1,Fatigued
user_000,2024-01-01 00:15:18.000000000,114.04162398451767,364.00239504322303,0,15.3,11.04,0,Focused
user_000,2024-01-01 00:15:22.499999999,102.66830557312831,452.70908865539207,0,15.374999999999998,11.05,0,Focused
user_000,2024-01-01 00:15:27.000000000,133.78798086111289,576.3926723262222,0,15.450000000000001,11.06,2,Distracted
user_000,2024-01-01 00:15:31.499999999,159.2913425902291,332.29356476273233,0,15.524999999999999,11.07,0,Focused
user_000,2024-01-01 00:15:36.000000000,165.5792103835109,229.0464401946271,0,15.600000000000001,11.08,0,Focused
user_000,2024-01-01 00:15:40.499999999,161.1059828128523,310.80378288513197,0,15.674999999999999,11.09,0,Focused
user_000,2024-01-01 00:15:45.000000000,139.7615006449632,275.97147586319244,1,15.75,11.1,0,Focused
user_000,2024-01-01 00:15:49.500000000,186.71815145114886,289.4650907847434,0,15.825,11.11,2,Distracted
user_000,2024-01-01 00:15:54.000000000,191.27658442855574,354.41833531813836,0,15.9,11.120000000000001,0,Focused
user_000,2024-01-01 00:15:58.500000000,163.87358148911753,392.4843461175757,0,15.975,11.129999999999999,0,Focused
user_000,2024-01-01 00:16:03.000000000,107.73930783852077,249.64578765146388,0,16.05,11.14,0,Focused
user_000,2024-01-01 00:16:07.500000000,172.67671436877004,278.88784018908166,0,16.125,11.15,0,Focused
user_000,2024-01-01 00:16:12.000000000,137.77002073087687,243.38054270313887,0,16.200000000000003,11.16,0,Focused
user_000,2024-01-01 00:16:16.499999999,128.08763633744755,398.0934658195037,0,16.275,11.17,0,Focused
user_000,2024-01-01 00:16:21.000000000,171.8381283263528,334.59661832239294,0,16.35,11.18,0,Focused
user_000,2024-01-01 00:16:25.500000000,138.76221348669148,330.41862795417484,0,16.425,11.19,0,Focused
user_000,2024-01-01 00:16:30.000000000,195.9273651126519,280.1494391678755,0,16.5,11.2,0,Focused
user_000,2024-01-01 00:16:34.500000000,154.60780825111485,459.4906458085255,0,16.575,11.21,0,Focused
user_000,2024-01-01 00:16:39.000000000,179.36802957031443,288.14536775901615,0,16.650000000000002,11.22,0,Focused
user_000,2024-01-01 00:16:43.500000000,176.31132625820902,235.54771706303032,0,16.725,11.23,0,Focused
user_000,2024-01-01 00:16:48.000000000,153.39290761927944,365.0713728951759,0,16.8,11.24,0,Focused
user_000,2024-01-01 00:16:52.500000000,167.99410833110704,364.33566750912047,0,16.875,11.25,0,Focused
user_000,2024-01-01 00:16:57.000000000,183.9518006012574,353.46853553257336,0,16.95,11.26,0,Focused
user_000,2024-01-01 00:17:01.499999999,169.66280765469494,336.1293293106989,0,17.025,11.27,0,Focused
user_000,2024-01-01 00:17:05.999999999,125.42124491668217,398.0545386982685,0,17.099999999999998,11.28,0,Focused
user_000,2024-01-01 00:17:10.500000000,167.95063288546697,663.7937227661145,0,17.175,11.29,2,Distracted
user_000,2024-01-01 00:17:15.000000000,257.2149054253028,344.837760339987,1,17.25,11.3,1,Fatigued
user_000,2024-01-01 00:17:19.500000000,142.73504702221382,303.11856495176767,0,17.325,11.31,0,Focused
user_000,2024-01-01 00:17:24.000000000,200.14469185331913,269.6263190038242,0,17.4,11.32,0,Focused
user_000,2024-01-01 00:17:28.500000000,207.94734861515195,335.38174234333206,0,17.475,11.33,0,Focused
user_000,2024-01-01 00:17:32.999999999,164.23517463277392,385.2469727403174,0,17.549999999999997,11.34,0,Focused
user_000,2024-01-01 00:17:37.500000000,158.27691680959128,399.0371547178493,0,17.625,11.35,0,Focused
user_000,2024-01-01 00:17:42.000000000,154.54134314644713,676.5195226311494,0,17.7,11.36,1,Fatigued
user_000,2024-01-01 00:17:46.500000000,142.42119580539526,431.22731003879125,0,17.775000000000002,11.370000000000001,0,Focused
user_000,2024-01-01 00:17:50.999999999,159.88378783077385,374.30279730591707,0,17.849999999999998,11.379999999999999,1,Fatigued
user_000,2024-01-01 00:17:55.500000000,127.36553565495781,276.5520209444982,0,17.925,11.39,0,Focused
user_000,2024-01-01 00:18:00.000000000,154.61719641842828,337.9173718592168,0,18.0,11.4,0,Focused
user_000,2024-01-01 00:18:04.500000000,189.5691411306564,308.9442031584762,0,18.075000000000003,11.41,0,Focused
user_000,2024-01-01 00:18:09.000000000,124.38044019916383,348.0828083066456,0,18.15,11.42,0,Focused
user_000,2024-01-01 00:18:13.500000000,160.9638460017594,355.82844190474844,0,18.225,11.43,0,Focused
user_000,2024-01-01 00:18:18.000000000,137.04938595301203,289.96466366773626,0,18.3,11.44,0,Focused
user_000,2024-01-01 00:18:22.500000000,137.0590580598178,409.01906283555365,0,18.375,11.45,0,Focused
user_000,2024-01-01 00:18:27.000000000,323.98486935460437,354.9042189037316,0,18.45,11.46,2,Distracted
user_000,2024-01-01 00:18:31.500000000,139.4135547923533,365.9676057798994,0,18.525000000000002,11.47,0,Focused
user_000,2024-01-01 00:18:36.000000000,212.1705387576868,461.80096739523884,0,18.6,11.48,0,Focused
user_000,2024-01-01 00:18:40.500000000,149.4611614709472,360.6810881036578,0,18.675,11.49,1,Fatigued
user_000,2024-01-01 00:18:45.000000000,194.43721898978797,558.0505161589875,0,18.75,11.5,2,Distracted
user_000,2024-01-01 00:18:49.500000000,150.27995084715363,274.87020604380257,0,18.825,11.51,0,Focused
user_000,2024-01-01 00:18:54.000000000,154.6653799994799,461.6790856140657,0,18.9,11.52,0,Focused
